INSPECTION_MONTH,INSPECTION_YEAR,MAKE,MODEL_YEAR,GVWR,CYL,ENGINE_SIZE,VEHICLE_TYPE,ODOMETER,TRANS_TYPE,FUEL_TYPE,ESC,DUAL_EXHAUST,INITIAL_RESULT,FINAL_RESULT
1,2015,TOYOTA,2007,5350,6,4000,3,74466,A,G,20,N,P,P
11,2015,FORD,2004,7200,8,5400,3,112811,A,G,20,N,P,P
6,2015,HYUNDAI,2012,3625,4,2400,1,63574,A,G,6,N,P,P
3,2015,INFINITI,2005,0,6,3500,1,104620,A,G,6,N,P,P
9,2015,HONDA,2005,2750,4,1700,1,70257,A,G,6,N,P,P
6,2015,DODGE,2010,5450,6,3500,5,81189,A,G,20,N,P,P
12,2015,AUDI,2014,7055,6,3000,4,49961,A,D,20,N,P,P
9,2015,FORD,1997,4250,6,4200,3,180423,M,G,20,N,F,P
6,2015,VOLKSWAGEN,2003,3250,4,2000,1,177799,A,G,6,N,P,P
12,2015,HONDA,2012,2750,4,1800,1,109509,A,G,6,N,P,P
7,2015,NISSAN,2014,3875,6,3500,1,6760,A,G,6,N,P,P
1,2015,DODGE,2012,0,6,3600,1,57382,A,G,6,N,P,P
4,2015,MAZDA,2004,3000,4,2300,1,109176,A,G,6,N,P,P
7,2015,HYUNDAI,2010,3125,4,2000,1,19866,A,G,6,N,P,P
11,2015,GMC,2005,5600,6,4300,3,213500,A,G,20,N,P,P
9,2015,HONDA,2009,4560,4,2400,4,98618,A,G,20,N,P,P
8,2015,FORD,2011,4300,4,2300,3,38456,M,G,20,N,P,P
8,2015,TOYOTA,2006,4500,6,3300,4,112227,A,G,20,N,P,P
12,2015,SCION,2008,0,4,1800,1,92411,A,G,6,N,P,P
5,2015,HYUNDAI,2005,5238,6,3500,4,152778,A,G,20,N,P,P
9,2015,FORD,1985,3500,6,3800,2,89873,A,G,3,N,P,P
8,2015,HYUNDAI,2001,3125,4,2000,1,97289,A,G,6,N,P,P
9,2015,HONDA,2016,5842,6,3500,4,211,A,G,20,N,P,P
1,2015,GMC,2002,5750,6,4200,4,118357,A,G,20,N,P,P
12,2015,SATURN,2004,3000,4,2200,1,167304,A,G,6,N,F,F
12,2015,JEEP,2007,5700,6,3700,4,85734,A,G,20,N,P,P
8,2015,TOYOTA,2001,3375,4,2200,1,71368,A,G,6,N,P,P
1,2015,PONTIAC,1998,3625,6,3800,1,156944,A,G,6,N,P,P
6,2015,TOYOTA,2003,3500,6,3000,1,153582,A,G,6,N,P,P
6,2015,MAZDA,1990,3625,6,3000,5,170908,A,G,10,N,P,P
8,2015,HONDA,2004,3625,6,3000,1,109367,A,G,6,N,P,P
10,2015,TOYOTA,2006,4000,6,3300,4,166736,A,G,20,N,P,P
4,2015,TOYOTA,2005,4250,6,4000,4,60236,A,G,20,N,P,P
1,2015,DODGE,2003,5250,8,5900,4,67777,A,G,20,N,P,P
11,2015,BMW,2012,6261,8,4400,4,53814,A,G,20,N,P,P
1,2015,DODGE,2005,6600,8,4700,4,134349,A,G,20,N,P,P
9,2015,DODGE,1999,6400,8,5900,3,84724,A,G,20,N,P,P
7,2015,MITSUBISHI,2006,6010,6,3700,3,160785,A,G,20,N,P,P
10,2015,HONDA,2003,2750,4,1700,1,158329,A,G,6,N,P,P
1,2015,AUDI,2011,0,10,5200,1,50756,A,G,6,N,P,P
5,2015,HONDA,2007,4450,4,2400,4,59101,A,G,20,N,P,P
6,2015,HYUNDAI,2011,3625,4,2000,1,38450,A,G,6,N,F,F
12,2015,DODGE,2014,6900,8,5700,3,27114,A,G,20,N,P,P
5,2015,FORD,2006,2875,4,2000,1,147238,M,G,6,N,P,P
11,2015,FORD,2013,7500,6,3500,3,36275,A,G,20,N,P,P
8,2015,TOYOTA,2003,2750,4,1800,1,59978,A,G,6,N,P,P
12,2015,CADILLAC,2015,3875,6,3600,1,9429,A,G,6,N,P,P
8,2015,HONDA,2009,3625,6,3000,1,90565,A,G,6,N,P,P
9,2015,FORD,2010,0,4,2500,1,70112,M,G,6,N,P,P
7,2015,VOLKSWAGEN,1999,3000,4,2000,1,150872,M,G,6,N,P,P
3,2015,PONTIAC,2005,3250,6,3400,1,117337,A,G,6,N,P,P
9,2015,CHEVROLET,2013,4750,8,5300,3,51584,A,G,20,N,P,P
8,2015,FORD,2001,6600,8,5400,3,217452,A,G,20,N,P,P
3,2015,CHEVROLET,1992,5000,8,5700,3,156780,M,G,11,N,F,F
3,2015,TOYOTA,2012,6900,8,4600,3,25916,A,G,20,N,P,P
11,2015,NISSAN,2004,3500,4,2400,3,199214,A,G,20,N,P,P
7,2015,CHEVROLET,2004,3000,4,2200,1,137532,M,G,6,N,P,P
3,2015,HYUNDAI,2012,0,4,2000,1,25443,A,G,6,N,P,P
8,2015,MAZDA,1994,4000,6,3000,1,164348,A,G,5,N,P,P
7,2015,FORD,2013,2875,4,2000,1,27591,M,G,6,N,P,P
8,2015,FORD,2003,9900,10,6800,7,102117,A,G,20,N,P,P
6,2015,NISSAN,2006,5732,6,3500,5,96717,A,G,20,N,P,P
1,2015,TOYOTA,2009,0,4,2400,1,59401,A,X,6,N,P,P
11,2015,JEEP,1995,4900,6,4000,4,180043,A,G,11,N,P,P
1,2015,TOYOTA,1994,3250,4,2200,1,236494,A,G,5,N,P,P
10,2015,FORD,1999,3375,6,3800,1,175000,A,G,6,N,F,F
3,2015,FORD,1989,3750,6,2900,4,79511,A,G,10,N,P,P
3,2015,CHRYSLER,2006,3500,4,2400,2,99675,A,G,6,N,P,P
8,2015,HONDA,2015,4630,4,2400,4,605,A,G,20,N,P,P
11,2015,FORD,2013,7200,6,3500,3,46104,A,G,20,N,P,P
5,2015,NISSAN,2007,0,4,1800,1,33528,A,G,6,N,P,P
10,2015,VOLKSWAGEN,2008,3250,4,1800,1,57356,A,G,6,N,P,P
7,2015,MAZDA,1990,2500,4,1600,1,84990,M,G,4,N,P,P
6,2015,NISSAN,1991,3125,4,2400,1,126936,A,G,5,N,P,P
12,2015,FORD,2010,0,6,3500,1,50470,A,G,6,N,P,P
9,2015,CHEVROLET,2004,7500,8,6000,7,209016,A,G,20,N,P,P
6,2015,JEEP,1997,5500,8,5200,4,183681,A,G,20,N,P,P
1,2015,JEEP,2014,6800,6,3000,4,4426,A,D,20,N,P,P
7,2015,VOLKSWAGEN,2012,3250,4,2500,1,55204,A,G,6,N,P,P
12,2015,FORD,2006,7100,8,5400,4,144124,A,G,20,N,P,P
2,2015,CHEVROLET,2004,6800,8,5300,3,43507,A,G,20,N,P,P
5,2015,TOYOTA,2002,5100,6,3400,3,199230,M,G,20,N,P,P
5,2015,FORD,2012,2875,4,2000,1,82082,A,G,6,N,P,P
12,2015,DODGE,1999,6400,8,5900,4,126888,A,G,20,N,F,P
6,2015,CHEVROLET,2007,7300,8,5300,4,0,A,G,20,N,P,P
2,2015,DODGE,2000,8900,8,5200,7,173347,A,G,20,N,P,P
3,2015,ACURA,1997,3375,4,2200,1,145214,A,G,6,N,P,P
9,2015,KIA,2014,4500,4,2400,4,15059,A,G,20,N,P,P
8,2015,CHEVROLET,2007,6400,6,4300,3,84146,A,G,20,N,P,P
11,2015,CHEVROLET,2008,0,4,2200,1,155717,A,G,6,N,P,P
8,2015,DODGE,2003,5000,6,3900,3,82708,M,G,20,N,P,P
8,2015,DODGE,2008,5600,6,4000,4,109503,A,G,20,N,P,P
8,2015,FORD,2005,7500,8,6000,7,214340,A,D,20,N,P,P
11,2015,OLDSMOBILE,1999,3375,4,2400,1,168522,A,G,6,N,F,P
10,2015,INFINITI,2001,5300,6,3500,4,233017,A,G,20,N,P,P
7,2015,CHEVROLET,1992,8600,8,5700,3,72446,A,G,19,N,P,P
10,2015,BUICK,2014,6411,6,3600,4,31763,A,G,20,N,P,P
7,2015,TOYOTA,2000,5100,6,3400,3,80441,A,G,20,N,P,P
7,2015,NISSAN,2010,7200,8,5600,3,62297,A,G,20,N,P,P
6,2015,HONDA,2005,5952,6,3500,5,186555,A,G,20,N,P,P
6,2015,LEXUS,2002,4000,8,4300,1,155695,A,G,6,N,P,P
1,2015,SUBARU,2011,3500,4,2500,4,21336,A,G,20,N,P,P
7,2015,DODGE,2005,6100,8,4700,3,71220,A,G,20,N,P,P
9,2015,NISSAN,1998,3375,6,3000,1,80352,A,G,6,N,P,P
3,2015,FORD,2013,4620,4,1600,4,40654,A,G,20,N,P,P
6,2015,HYUNDAI,2001,3875,4,2400,5,183367,A,G,20,N,P,P
8,2015,TOYOTA,2010,2750,4,1800,1,84842,A,G,6,N,P,P
5,2015,HONDA,2006,3375,4,2400,1,113413,A,G,6,N,P,P
1,2015,DODGE,2002,3375,6,2700,1,105428,A,G,6,N,P,P
5,2015,INFINITI,2007,3750,6,3500,1,78707,A,G,6,N,P,P
9,2015,CHEVROLET,2009,6459,6,3600,4,112323,A,G,20,N,P,P
3,2015,PONTIAC,2008,3750,6,3800,1,114800,A,G,6,N,F,P
12,2015,NISSAN,2003,3375,4,2500,1,82466,A,G,6,N,P,P
2,2015,TOYOTA,2007,2750,4,1800,1,1091295,A,G,6,N,P,P
7,2015,GMC,2010,7000,8,4800,3,49824,A,G,20,N,P,P
8,2015,TOYOTA,2005,2750,4,1800,1,57834,A,G,6,N,P,P
3,2015,CHEVROLET,2009,5500,6,3400,4,95365,A,G,20,N,P,P
11,2015,FORD,2010,4500,6,3500,4,99669,A,G,20,N,P,P
8,2015,HONDA,2010,0,4,2400,1,104148,A,G,6,N,P,P
10,2015,CHEVROLET,2015,3750,6,3600,1,16305,A,G,6,N,P,P
9,2015,HONDA,2012,3000,4,1500,1,92292,A,X,6,N,P,P
6,2015,FORD,1990,4900,6,2900,3,93805,M,G,10,N,P,P
8,2015,CHEVROLET,2004,6000,6,4300,3,172913,A,G,20,N,P,P
4,2015,FORD,2014,0,4,2500,1,18688,A,G,6,N,P,P
5,2015,HONDA,2003,3625,6,3000,1,197824,A,G,6,N,P,P
9,2015,PONTIAC,2006,0,4,2200,1,108192,M,G,6,N,P,P
10,2015,GMC,1988,6000,8,5000,3,63214,A,G,10,N,P,P
3,2015,NISSAN,2009,4526,4,2500,4,167365,A,G,20,N,P,P
4,2015,FORD,2005,5984,6,4000,4,127889,A,G,20,N,P,P
5,2015,HONDA,2012,2750,4,1800,1,36202,A,G,6,N,P,P
9,2015,VOLKSWAGEN,2004,3250,4,2000,1,74938,A,G,6,N,P,P
5,2015,HONDA,2012,2750,4,1800,1,48977,A,G,6,N,P,P
7,2015,CHEVROLET,2014,5070,4,2400,4,35912,A,G,20,N,P,P
3,2015,TOYOTA,2000,5250,6,3400,4,265795,A,G,20,N,P,P
11,2015,JEEP,2004,5500,8,4700,4,99611,A,G,20,N,P,P
11,2015,FORD,2005,6200,6,4600,3,107949,A,G,20,N,P,P
2,2015,TOYOTA,2009,3500,4,2400,1,75045,A,X,6,N,P,P
8,2015,FORD,2005,5984,6,4000,4,177568,A,G,20,N,P,P
10,2015,HONDA,2004,3375,4,2400,1,41422,A,G,6,N,P,P
9,2015,SUBARU,2002,3500,4,2500,2,83354,A,G,6,N,P,P
10,2015,SUBARU,2015,3875,4,2500,2,4348,A,G,6,N,P,P
3,2015,ACURA,2008,5952,6,3700,4,80555,A,G,20,N,P,P
8,2015,CHEVROLET,2008,6000,6,4200,4,98678,A,G,20,N,P,P
11,2015,MERCURY,2000,5540,8,5000,4,38770,A,G,20,N,P,P
5,2015,LINCOLN,2001,4250,8,4600,1,157940,A,G,6,N,P,P
7,2015,FORD,2005,7200,8,5400,3,113785,A,G,20,N,P,P
12,2015,CHRYSLER,2004,3500,4,2400,2,107579,A,G,6,N,P,P
2,2015,BMW,2001,3500,6,3000,1,155626,M,G,6,N,P,P
8,2015,JEEP,1999,4250,6,4000,4,106133,A,G,20,N,P,P
8,2015,FORD,2005,7500,8,6800,7,134122,A,G,20,N,P,P
10,2015,FORD,2005,4640,6,3000,4,70224,A,G,20,N,P,P
2,2015,CHEVROLET,2009,3375,4,2400,1,154401,A,G,6,N,P,P
3,2015,CHEVROLET,2002,2875,4,2200,1,251739,A,G,6,N,P,P
7,2015,FORD,2012,7200,6,3500,3,35321,A,G,20,N,P,P
4,2015,LINCOLN,2014,0,4,2000,1,10881,A,X,6,N,P,P
8,2015,NISSAN,2015,3375,4,2500,1,12123,A,G,6,N,P,P
2,2015,HONDA,2004,3375,4,2400,1,175025,A,G,6,N,P,P
8,2015,HONDA,2008,6050,6,3500,3,74407,A,G,20,N,P,P
12,2015,CADILLAC,2007,5500,8,6200,4,93676,A,G,20,N,P,P
7,2015,KIA,2013,2750,4,1600,1,9132,M,G,6,N,P,P
9,2015,DODGE,2005,2875,4,2000,1,76294,A,G,6,N,P,P
8,2015,NISSAN,1994,5200,6,3000,3,196668,M,G,11,N,P,P
2,2015,TOYOTA,1999,5100,6,3400,3,260408,A,G,20,N,F,P
8,2015,SUBARU,2014,4480,4,2500,4,48428,A,G,20,N,P,P
5,2015,FORD,2005,6700,6,4600,3,199723,A,G,20,N,P,P
3,2015,CHRYSLER,2005,3500,4,2400,2,45656,A,G,6,N,P,P
10,2015,BMW,1998,3000,4,1900,1,145443,M,G,6,N,F,P
8,2015,JEEP,2000,5500,8,4700,4,116822,A,G,20,N,P,P
4,2015,CHEVROLET,1999,5500,6,4300,4,178118,A,G,20,N,P,P
5,2015,HONDA,2008,0,4,2400,1,37987,A,G,6,N,P,P
9,2015,VOLKSWAGEN,2012,3250,5,2500,1,40873,A,G,6,N,P,P
2,2015,TOYOTA,2005,5580,6,4000,4,66992,A,G,20,N,P,P
2,2015,DODGE,2004,3375,4,2400,1,142354,A,G,6,N,P,P
3,2015,GMC,2006,5500,8,6000,4,80715,A,G,20,N,F,P
4,2015,JEEP,2005,5001,8,4700,4,132398,A,G,20,N,P,P
11,2015,SUBARU,2011,3500,4,2500,2,49729,A,G,6,N,P,P
5,2015,HYUNDAI,2010,4497,4,2400,4,81522,A,G,20,N,P,P
1,2015,GMC,2008,5500,6,3500,4,70421,A,G,20,N,P,P
7,2015,CHEVROLET,2003,9001,8,6000,7,186478,A,G,20,N,P,P
6,2015,BMW,2009,5350,6,3000,4,85720,A,G,20,N,P,P
12,2015,FORD,2003,8800,8,7300,7,184404,A,D,20,N,F,P
8,2015,VOLVO,2012,5130,6,3200,4,17397,A,G,20,N,P,P
7,2015,TOYOTA,2002,2750,4,1800,1,85838,A,G,6,N,P,P
10,2015,MAZDA,2001,3625,6,3000,4,72666,A,G,20,N,P,P
6,2015,FORD,2002,4340,4,2300,3,106606,M,G,20,N,P,P
9,2015,TOYOTA,2003,2750,4,1800,1,121571,A,G,6,N,P,P
4,2015,CHEVROLET,2001,8600,8,6000,4,135263,A,G,20,N,P,P
1,2015,TOYOTA,2002,6030,8,4700,3,74660,A,G,20,N,P,P
6,2015,PONTIAC,1999,3375,4,2400,1,121648,A,G,6,N,P,P
7,2015,TOYOTA,1999,3000,4,2400,3,174809,A,G,20,N,P,P
7,2015,FORD,2001,2875,4,2000,1,127096,M,G,6,N,F,P
6,2015,SATURN,2009,0,4,2400,1,92824,A,G,6,N,P,P
4,2015,VOLKSWAGEN,1998,3000,4,2000,1,142007,A,G,6,N,P,P
8,2015,TOYOTA,2007,5580,6,4000,4,156879,A,G,20,N,P,P
11,2015,CHEVROLET,2008,6800,8,4800,3,57294,A,G,20,N,P,P
6,2015,TOYOTA,1992,3250,6,3000,2,189000,A,G,5,N,P,P
6,2015,TOYOTA,2012,6000,6,3500,4,36499,A,G,20,N,P,P
9,2015,HONDA,2012,4750,6,3500,5,29258,A,G,20,N,P,P
11,2015,FORD,2008,5000,6,4000,4,65519,A,G,20,N,P,P
1,2015,HONDA,2003,3375,4,2400,1,146336,M,G,6,N,P,P
2,2015,TOYOTA,2009,3500,4,2400,1,28397,A,G,6,N,P,P
3,2015,NISSAN,2000,3625,6,3000,1,99885,A,G,6,N,P,P
10,2015,NISSAN,1995,4400,4,2400,3,134436,M,G,11,N,P,P
11,2015,GMC,2008,4850,4,2800,3,72740,M,G,20,N,P,P
8,2015,TOYOTA,2007,5580,6,4000,4,107648,A,G,20,N,P,P
8,2015,JEEP,2001,5500,8,4700,4,189803,A,G,20,N,P,P
12,2015,BUICK,2000,3625,6,3100,1,117809,A,G,6,N,P,P
3,2015,JEEP,2014,4575,4,2400,4,9395,A,G,20,N,P,P
6,2015,SCION,2009,2750,4,2400,2,92009,A,G,6,N,P,P
4,2015,CHEVROLET,2001,6200,8,4800,3,75060,A,G,20,N,P,P
7,2015,PONTIAC,1994,3125,6,3100,1,145357,A,G,5,N,P,P
8,2015,SUBARU,2009,3625,4,2500,1,68008,A,G,6,N,P,P
3,2015,SUBARU,1998,3125,4,2200,2,283173,M,G,6,N,P,P
2,2015,CHEVROLET,2002,4500,6,4300,3,176853,A,G,20,N,P,P
4,2015,MERCURY,1999,5540,8,5000,4,114350,A,G,20,N,P,P
7,2015,FORD,2009,3750,4,2300,3,79925,A,G,20,N,P,P
3,2015,ACURA,2009,5952,6,3700,4,84878,A,G,20,N,P,P
6,2015,MERCEDES-BENZ,2007,0,6,3500,1,82145,A,G,6,N,P,P
5,2015,CHEVROLET,1999,3375,4,2400,1,217288,A,G,6,N,P,P
9,2015,TOYOTA,1996,3500,4,2200,1,210217,A,G,6,N,P,P
4,2015,NISSAN,2006,6000,6,4000,4,116089,A,G,20,N,P,P
9,2015,CHEVROLET,2000,6400,8,5300,3,191045,A,G,20,N,P,P
1,2015,DODGE,2007,5001,6,3700,4,91779,A,G,20,N,P,P
8,2015,NISSAN,2008,3375,4,2500,1,72465,A,G,6,N,P,P
11,2015,FORD,2011,7050,8,5000,3,35354,A,G,20,N,P,P
6,2015,DODGE,1996,5450,6,3900,3,129319,M,G,20,N,P,P
5,2015,JEEP,1998,4450,6,4000,4,129407,M,G,20,N,P,P
2,2015,FORD,2003,4750,8,4600,3,69867,A,G,20,N,P,P
12,2015,MITSUBISHI,2004,3750,6,3500,1,134148,A,G,6,N,P,P
3,2015,HYUNDAI,2004,3250,6,2700,1,31480,A,G,6,N,P,P
2,2015,GMC,2003,5800,8,5300,4,164666,A,G,20,N,P,P
10,2015,TOYOTA,2007,3500,4,2400,1,115484,A,G,6,N,P,P
3,2015,CHEVROLET,2007,9200,8,6000,7,214048,A,G,20,N,P,P
1,2015,OLDSMOBILE,2000,3750,6,3500,1,164301,A,G,6,N,P,P
2,2015,JEEP,2007,4900,6,3800,4,61150,M,G,20,N,P,P
4,2015,TOYOTA,2004,2750,4,1800,1,274178,M,G,6,N,P,P
3,2015,JEEP,2010,5400,6,3800,4,39475,A,G,20,N,P,P
2,2015,DODGE,1995,5990,8,5200,3,210004,A,G,11,N,P,P
1,2015,JEEP,2008,5400,6,3800,4,88688,A,G,20,N,P,P
3,2015,MERCEDES-BENZ,2010,0,6,3500,1,37132,A,G,6,N,P,P
3,2015,OLDSMOBILE,2001,4000,6,3500,1,168580,A,G,6,N,P,P
9,2015,NISSAN,1994,2750,4,1600,1,100862,M,G,5,N,P,P
3,2015,CHEVROLET,2001,4600,4,2200,3,134186,A,G,20,N,P,P
10,2015,JEEP,2005,6000,6,3700,4,101546,A,G,20,N,P,P
8,2015,NISSAN,2004,6400,8,5600,3,95205,A,G,20,N,P,P
7,2015,NISSAN,2010,4250,6,4000,3,54525,A,G,20,N,P,P
7,2015,FORD,1998,3375,6,3000,3,108433,A,G,20,N,P,P
2,2015,HONDA,2006,3375,4,2400,1,132947,A,G,6,N,P,P
8,2015,VOLKSWAGEN,2015,3250,4,2000,1,6914,A,G,6,N,P,P
6,2015,BMW,2000,3500,6,2800,1,100980,A,G,6,N,F,P
5,2015,FORD,2007,3375,8,4600,1,6783,M,G,6,Y,P,P
8,2015,FORD,2011,7200,8,5000,3,39158,A,G,20,N,P,P
11,2015,PONTIAC,2008,0,6,3500,1,100437,A,G,6,N,P,P
2,2015,NISSAN,2011,3375,4,2500,1,56838,A,G,6,N,P,P
8,2015,FORD,2013,6160,6,3500,4,43927,A,G,20,N,P,P
8,2015,INFINITI,2002,3750,6,3500,1,225256,A,G,6,N,P,P
10,2015,CADILLAC,2005,0,8,4600,1,108189,A,G,6,N,F,F
3,2015,NISSAN,2005,0,6,3500,1,105389,A,G,6,N,P,P
4,2015,TOYOTA,2010,5450,6,4000,3,38215,A,G,20,N,P,P
3,2015,JEEP,2012,5600,6,3700,4,49186,A,G,20,N,P,P
4,2015,FORD,2005,5300,8,4600,4,212360,A,G,20,N,P,P
6,2015,FORD,2003,5540,6,3800,6,120535,A,G,20,N,P,P
7,2015,KIA,2008,4961,6,2700,4,54180,A,G,20,N,P,P
11,2015,HYUNDAI,2007,4825,6,2700,4,114312,A,G,20,N,P,P
3,2015,SUBARU,2011,3875,4,2500,2,47088,A,G,6,N,P,P
7,2015,LEXUS,1999,3750,6,3000,1,108531,A,G,6,N,P,P
11,2015,FORD,2006,7050,8,5400,3,102065,A,G,20,N,P,P
4,2015,CADILLAC,1993,3875,8,4900,1,95070,A,G,5,N,P,P
8,2015,NISSAN,2011,3375,4,2500,1,86813,A,G,6,N,P,P
6,2015,HYUNDAI,2013,2625,4,1600,1,53962,A,G,6,N,P,P
5,2015,FORD,2000,3375,6,3800,1,187000,M,G,6,N,P,P
3,2015,DODGE,2002,5800,8,4700,3,100647,A,G,20,N,P,P
8,2015,HYUNDAI,2006,4828,6,2700,4,80984,A,G,20,N,P,P
5,2015,FORD,1999,6050,8,4600,3,214776,M,G,20,N,P,P
12,2015,FORD,2003,4750,8,4600,3,138981,A,G,20,N,P,P
7,2015,BUICK,2007,0,6,3800,1,69537,A,G,6,N,P,P
10,2015,HONDA,2010,2750,4,1800,1,81690,A,G,6,N,P,P
4,2015,TOYOTA,2013,3500,4,2500,1,46703,A,G,6,N,P,P
11,2015,DODGE,2005,6200,6,3700,3,155265,A,G,20,N,P,P
12,2015,BMW,2011,3750,8,4000,1,44937,A,G,6,N,P,P
1,2015,NISSAN,2011,0,4,1800,2,45214,A,G,6,N,P,P
2,2015,TOYOTA,2006,6005,8,4700,4,113108,A,G,20,N,P,P
12,2015,LEXUS,2014,0,4,3000,1,4212,A,G,6,N,P,P
12,2015,CHEVROLET,2005,3375,6,3500,1,143229,A,G,6,N,F,P
6,2015,NISSAN,2004,3875,6,3500,1,150624,A,G,6,N,P,P
11,2015,TOYOTA,2007,6005,8,4700,4,73401,A,G,20,N,P,P
7,2015,SCION,2008,2750,4,1500,2,57217,A,G,6,N,P,P
5,2015,CHEVROLET,2009,8600,8,4800,6,75927,A,G,20,N,P,P
5,2015,SATURN,2006,3000,4,2200,1,112556,M,G,6,N,F,F
10,2015,DODGE,2008,0,6,3500,1,112578,A,G,6,N,P,P
9,2015,FORD,2014,4760,4,2000,4,13548,A,G,20,N,P,P
8,2015,HONDA,2002,3125,4,2000,1,99489,M,G,6,N,P,P
2,2015,HONDA,2000,5565,6,3500,5,187756,A,G,20,N,P,P
6,2015,FORD,2011,6450,6,3700,3,100473,A,G,20,N,P,P
1,2015,NISSAN,2007,7000,8,5600,4,144519,A,G,20,N,P,P
5,2015,TOYOTA,2011,3500,4,2500,1,48726,A,G,6,N,P,P
10,2015,ACURA,2007,3750,6,3500,1,38296,A,G,6,N,P,P
10,2015,SUBARU,2014,3375,4,2500,2,12968,M,G,6,N,P,P
9,2015,FORD,2008,3625,6,3000,1,106823,A,G,6,N,P,P
9,2015,TOYOTA,2006,4750,6,4000,3,84409,A,G,20,N,P,P
12,2015,NISSAN,2009,3375,6,3500,1,115002,A,G,6,N,P,P
10,2015,FORD,2014,0,4,1600,1,8975,A,G,6,N,P,P
6,2015,FORD,2008,5500,6,3500,4,107087,A,G,20,N,P,P
1,2015,SATURN,2007,4894,6,3500,4,55944,A,G,20,N,P,P
8,2015,SCION,2007,0,4,1800,1,133888,M,G,6,N,P,P
7,2015,JEEP,1999,4600,4,2500,4,150810,M,G,20,N,P,P
3,2015,NISSAN,2008,5200,6,4000,4,75327,M,G,20,N,P,P
4,2015,FORD,1999,6700,8,4600,4,166775,A,G,20,N,P,P
9,2015,MAZDA,2013,2750,4,2000,1,5424,M,G,6,Y,P,P
3,2015,TOYOTA,1999,2750,4,1800,1,152757,A,G,6,N,P,P
9,2015,CHEVROLET,2006,0,4,2200,1,121769,A,G,6,N,F,P
7,2015,CHEVROLET,2003,5750,6,4200,4,118865,A,G,20,N,P,P
9,2015,MERCURY,2000,4250,8,4600,1,85887,A,G,6,N,P,P
6,2015,PONTIAC,2005,3750,6,3800,1,101928,A,G,6,N,F,F
12,2015,CHEVROLET,2009,9200,8,6600,3,65059,A,D,20,N,P,P
9,2015,MITSUBISHI,2011,5346,6,3800,4,71318,A,G,20,N,P,P
1,2015,HONDA,2006,3625,6,3000,1,82646,A,G,6,N,P,P
3,2015,NISSAN,1993,5150,6,3000,4,120956,M,G,11,N,P,P
10,2015,CHEVROLET,1997,8600,8,5700,3,114539,A,G,20,N,P,P
4,2015,BMW,2006,0,10,5000,1,45426,M,G,6,N,P,P
9,2015,TOYOTA,2002,5250,6,3400,4,178070,A,G,20,N,P,P
9,2015,MITSUBISHI,2009,3000,4,2400,1,85836,A,G,6,N,P,P
2,2015,LEXUS,2005,0,6,3000,1,100804,A,G,6,N,P,P
5,2015,HONDA,2006,2750,4,1800,1,116038,A,G,6,N,P,P
11,2015,FORD,2007,7050,8,5400,3,49893,A,G,20,N,P,P
4,2015,DODGE,2005,4250,6,3300,5,145496,A,G,20,N,P,P
5,2015,CHEVROLET,2006,0,4,2200,1,134062,A,G,6,N,P,P
9,2015,CHEVROLET,1998,4200,4,2200,3,0,A,G,20,N,P,P
2,2015,CHEVROLET,1991,2750,4,2200,1,60089,A,G,5,N,P,P
7,2015,MAZDA,2006,0,4,2000,1,31872,M,G,6,N,P,P
12,2015,TOYOTA,2010,3500,4,2400,1,23276,A,G,6,N,P,P
12,2015,FORD,1997,4250,6,4000,4,218718,A,G,20,N,F,F
2,2015,TOYOTA,2001,3750,6,3000,1,164862,A,G,6,N,P,P
10,2015,TOYOTA,2003,3625,6,3400,3,159609,A,G,20,N,P,P
6,2015,DODGE,2003,6010,8,4700,3,92809,A,G,20,N,F,P
5,2015,FORD,2006,6950,8,4600,3,125405,A,G,20,N,P,P
6,2015,FORD,2002,4700,6,3000,3,74864,M,G,20,N,P,P
6,2015,KIA,2010,0,4,2000,1,16943,A,G,6,N,P,P
2,2015,FORD,1997,6000,8,4600,3,192168,A,G,20,N,P,P
5,2015,LEXUS,2000,6000,8,4700,4,215028,A,G,20,N,P,P
10,2015,TOYOTA,2004,6600,8,4700,4,181442,A,G,20,N,P,P
5,2015,FORD,2013,0,4,2500,1,50418,A,G,6,N,P,P
3,2015,TOYOTA,2011,6300,6,4000,4,81279,A,G,20,N,P,P
5,2015,FORD,2008,4500,8,4600,1,91038,A,G,6,N,P,P
6,2015,TOYOTA,2004,5690,6,3300,5,99121,A,G,20,N,P,P
9,2015,NISSAN,1997,3375,6,3000,1,104179,A,G,6,N,P,P
12,2015,CHRYSLER,2004,5600,6,3800,5,132862,A,G,20,N,F,P
11,2015,FORD,2000,3875,6,3000,2,129943,A,G,6,N,P,P
10,2015,MAZDA,2008,3000,4,2000,1,149059,M,G,6,N,P,P
1,2015,MAZDA,2000,2750,4,1600,1,132669,A,G,6,N,P,P
2,2015,HONDA,1998,3250,4,2300,1,271625,A,G,6,N,P,P
5,2015,FORD,1995,5300,6,4000,5,187414,A,G,11,N,P,P
11,2015,DODGE,2011,6800,8,4700,3,74556,A,G,20,N,P,P
9,2015,CHEVROLET,2004,3000,4,2200,1,220264,A,G,6,N,P,P
9,2015,DODGE,2015,10000,6,6700,7,13882,A,D,20,N,P,P
5,2015,TOYOTA,2004,5330,6,4000,4,110536,A,G,20,N,P,P
